lulusan_id,mahasiswa_id,prodi_id,tanggal_lulus,ipk,lama_studi_bulan,status_pasca_lulus,nama_perusahaan,bidang_kerja,masa_tunggu_bulan,sumber_data,ingested_at
LLSff43e44c,2019SI47396,SI,2023-07-12,3.1,72,Wirausaha,,Tidak Sesuai,2,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS011fa98e,2018TS08689,TS,2024-07-27,3.43,46,Bekerja,PT Astra International,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS1172e0c2,2018FIS08625,FIS,2023-08-19,2.78,50,Bekerja,Bank Indonesia,Tidak Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLSeb6783e6,2022TK37841,TK,2026-01-01,3.88,66,Wirausaha,Google Indonesia,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLScedff451,2023KIM19039,KIM,2027-01-01,3.88,46,Studi Lanjut,IPB University,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc6f74a60,2022TE40698,TE,2026-01-01,3.7,51,Bekerja,Osaka University,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS4b07bfac,2022AG22811,AG,2026-01-01,3.8,50,Studi Lanjut,PT PLN,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSfe6b6bd3,2018TP14455,TP,2022-09-03,3.54,69,Bekerja,LIPI,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS56179ad2,2022BIO17237,BIO,2026-01-01,3.8,51,Bekerja,NUS Singapore,Tidak Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS3010fa0c,2022TK41068,TK,2026-01-01,3.07,71,Studi Lanjut,Universiti Malaya,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS48507598,2021TE26553,TE,2025-05-31,3.55,62,Belum Bekerja,,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb6b2278b,2021TE43044,TE,2025-01-08,3.64,69,Bekerja,Osaka University,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLSba01f20d,2020TE46764,TE,2024-12-23,3.31,47,Bekerja,,Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS126f2e8c,2018SK23845,SK,2022-06-26,3.86,53,Bekerja,,Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLS34919c7f,2017TK07792,TK,2023-03-24,3.11,43,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSca686a33,2019KIM12950,KIM,2024-08-11,3.87,60,Wirausaha,Bank Indonesia,Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS93dba212,2017TM48461,TM,2023-05-22,3.32,47,Bekerja,LIPI,Tidak Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS5b0f3176,2022FT14872,FT,2026-01-01,3.77,69,Bekerja,,Tidak Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6b888fbd,2016TE41435,TE,2021-04-11,3.24,56,Bekerja,UNDP Indonesia,Tidak Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSfe3e9222,2019AG29833,AG,2024-12-24,3.82,55,Bekerja,PT Astra International,Sesuai,4,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS16b19551,2023PWK46027,PWK,2027-01-01,3.14,68,Bekerja,,Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLSab9fd39a,2023SI10334,SI,2027-01-01,3.84,67,Bekerja,Unsri,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS617a1ad3,2018BIO01185,BIO,2022-05-25,3.31,57,Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf586b2dd,2022PWK14642,PWK,2026-01-01,3.89,57,Wirausaha,Google Indonesia,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLScb1e4596,2020BIO07833,BIO,2025-12-25,3.52,66,Bekerja,Google Indonesia,Tidak Sesuai,6,Tracer Study,2026-05-17T15:02:44+07:00
LLSc26044b3,2019AG32710,AG,2023-06-15,3.71,56,Bekerja,,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS97a91258,2020AG21826,AG,2024-11-10,3.41,59,Belum Bekerja,,Tidak Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2598bdbe,2017IF46136,IF,2023-10-11,3.49,54,Belum Bekerja,BPS Lampung,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS4d16bf46,2022FT07424,FT,2026-01-01,3.43,52,Studi Lanjut,Osaka University,Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS38ea2118,2016FT19014,FT,2020-08-08,2.96,69,Studi Lanjut,Google Indonesia,Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSbbaece6b,2022BIO31241,BIO,2026-01-01,3.48,49,Bekerja,,Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLS0f98dda1,2016TG11190,TG,2020-08-01,3.74,57,Belum Bekerja,Bank Indonesia,Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLSf6318f4b,2016AG11163,AG,2021-03-29,3.87,62,Bekerja,Google Indonesia,Sesuai,2,Tracer Study,2026-05-17T15:02:44+07:00
LLS859443ee,2018TLK21183,TLK,2022-08-08,2.78,61,Belum Bekerja,LIPI,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLSc79a8616,2021GD45585,GD,2025-03-01,3.38,62,Bekerja,IPB University,Tidak Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS02e81be3,2020TG01674,TG,2024-08-02,3.55,65,Bekerja,Universitas Lampung,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLSae0a8bbe,2017GL33311,GL,2023-04-17,3.56,53,Belum Bekerja,Bank Indonesia,Tidak Sesuai,16,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS11d06906,2021TL03542,TL,2025-10-03,3.17,64,Wirausaha,PT Telkom Indonesia,Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSe0869e37,2022TG35823,TG,2026-01-01,3.53,61,Wirausaha,,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7eec163c,2018BIO18366,BIO,2022-07-02,2.92,44,Bekerja,Universitas Lampung,Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdd263acd,2021GL47473,GL,2025-08-31,3.93,62,Bekerja,UGM,Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS21783e84,2022TS28901,TS,2026-01-01,3.43,45,Bekerja,Google Indonesia,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS88a6af86,2016TI01760,TI,2020-06-03,2.86,63,Bekerja,Toyota Motor Manufacturing,Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdd217e91,2023TM02225,TM,2027-01-01,3.67,57,Bekerja,Unsri,Tidak Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS059ef7b9,2023MTK34765,MTK,2027-01-01,3.19,68,Belum Bekerja,UNDP Indonesia,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLSc370d3dd,2021IF26199,IF,2025-11-03,3.27,56,Studi Lanjut,Toyota Motor Manufacturing,Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSd81ae654,2022BIO00310,BIO,2026-01-01,3.25,50,Belum Bekerja,BPS Lampung,Tidak Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLSb24517a4,2016GD01459,GD,2022-08-24,3.24,67,Studi Lanjut,ITS,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSfbc139c9,2017MB29319,MB,2023-10-12,3.44,49,Bekerja,Bank Indonesia,Tidak Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS1c9d6ef8,2021SI02481,SI,2025-11-21,3.57,44,Studi Lanjut,JICA Indonesia,Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc07cd0e6,2016FIS34709,FIS,2021-12-10,3.28,47,Bekerja,PT Telkom Indonesia,Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLSb9d70665,2018MB09116,MB,2023-10-28,2.96,42,Bekerja,ITS,Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLS2d80b562,2021SK44643,SK,2025-07-27,3.77,68,Belum Bekerja,ITB,Tidak Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS0782bf51,2019TM45762,TM,2024-06-02,3.24,51,Studi Lanjut,IPB University,Tidak Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLSa2ef3df4,2022TP48900,TP,2026-01-01,3.04,44,Belum Bekerja,Kyushu University,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS007f9c1a,2022SK05834,SK,2026-01-01,3.46,50,Wirausaha,BRIN,Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLS87995be2,2022TP02834,TP,2026-01-01,3.38,48,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLS45a9880c,2018SK01950,SK,2023-08-05,3.25,66,Studi Lanjut,Bank Indonesia,Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLSffcf5bd8,2019KIM04908,KIM,2023-09-19,3.18,58,Belum Bekerja,ITB,Tidak Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS794d1cee,2023TE04198,TE,2027-01-01,3.18,46,Belum Bekerja,ITB,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSeb216105,2016TE22318,TE,2020-01-14,3.77,63,Bekerja,PT Astra International,Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLS0eac0174,2016GD20030,GD,2022-12-02,2.79,65,Belum Bekerja,Osaka University,Tidak Sesuai,2,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2c092b3d,2017TG35233,TG,2023-11-16,2.97,63,Bekerja,UNDP Indonesia,Tidak Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS0c20170b,2022BIO33529,BIO,2026-01-01,3.64,50,Bekerja,World Bank Jakarta,Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS59a9fc9d,2018AR32293,AR,2022-10-09,3.4,42,Bekerja,,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLScfbb9ac1,2022BIO02953,BIO,2026-01-01,3.68,50,Studi Lanjut,,Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS5ab90b48,2022AG02106,AG,2026-01-01,3.74,65,Bekerja,,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSd239e499,2021MB10025,MB,2025-10-03,3.27,57,Wirausaha,,Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLS4f0da7ca,2021TS43690,TS,2025-08-28,3.58,53,Bekerja,JICA Indonesia,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7dc8fa89,2016PWK29274,PWK,2020-04-24,2.85,53,Belum Bekerja,Universitas Lampung,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLSd0875889,2018TLK37084,TLK,2023-06-16,3.3,61,Studi Lanjut,,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb3d6454d,2023FIS00633,FIS,2027-01-01,2.88,61,Bekerja,TU Delft,Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS6aeabde5,2019AR41864,AR,2024-09-29,2.92,46,Belum Bekerja,LIPI,Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb15b2252,2016MB16988,MB,2022-09-12,3.67,49,Belum Bekerja,,Tidak Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS3f563c85,2017TP43410,TP,2022-12-30,3.95,49,Belum Bekerja,BPS Lampung,Sesuai,7,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6c489072,2021KIM06283,KIM,2025-08-05,3.95,59,Bekerja,UGM,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS0672b3c4,2020FT33505,FT,2024-02-17,3.87,46,Studi Lanjut,,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS592b624c,2020TLK23034,TLK,2025-02-21,3.17,56,Bekerja,TU Delft,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf76ef447,2016TM20933,TM,2020-05-23,3.76,65,Bekerja,Politeknik Negeri Lampung,Sesuai,16,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS1e8aeebe,2021BIO30597,BIO,2025-10-08,3.71,52,Bekerja,,Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS24279f0d,2016TK27729,TK,2020-06-23,3.15,55,Bekerja,Bank Indonesia,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2460bc9d,2022GL19773,GL,2026-01-01,3.94,52,Bekerja,Chulalongkorn University,Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLS4edbe5bb,2016GD44655,GD,2022-12-16,3.57,68,Bekerja,PT Telkom Indonesia,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLSa4aadedb,2019AG24065,AG,2024-02-21,2.82,63,Bekerja,Universiti Malaya,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS9243d616,2017FT01408,FT,2021-09-11,3.84,53,Bekerja,UGM,Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc56e3a08,2021TM42692,TM,2025-11-20,3.9,44,Belum Bekerja,UNDP Indonesia,Tidak Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS843f3c86,2023MTK32874,MTK,2027-01-01,3.45,47,Studi Lanjut,Toyota Motor Manufacturing,Tidak Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSce3bcb6f,2019PWK46367,PWK,2023-08-17,3.04,67,Bekerja,BMKG,Tidak Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS36addaa0,2019TG20685,TG,2023-05-01,2.87,52,Wirausaha,PT Astra International,Tidak Sesuai,2,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8f6f545e,2021SK24740,SK,2025-06-23,3.58,48,Studi Lanjut,BMKG,Sesuai,6,Tracer Study,2026-05-17T15:02:44+07:00
LLSd477ca0a,2022MB32714,MB,2026-01-01,2.93,57,Studi Lanjut,TU Delft,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS10f4e9d9,2023TE18004,TE,2027-01-01,3.71,62,Belum Bekerja,JICA Indonesia,Tidak Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSf2530bb2,2020PWK49579,PWK,2024-12-23,3.37,49,Wirausaha,Kyushu University,Sesuai,10,Tracer Study,2026-05-17T15:02:44+07:00
LLS6050cb2d,2017TS36669,TS,2022-07-11,2.95,62,Bekerja,PT Astra International,Tidak Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS28898da2,2022MB15417,MB,2026-01-01,3.81,53,Studi Lanjut,Universiti Malaya,Sesuai,3,Tracer Study,2026-05-17T15:02:44+07:00
LLSf0a3da81,2021BIO32455,BIO,2025-12-20,3.37,67,Wirausaha,UGM,Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLSd9ef9cd3,2018KIM28371,KIM,2022-04-12,3.94,56,Studi Lanjut,Universiti Malaya,Sesuai,2,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS10f3f5df,2022TM17619,TM,2026-01-01,3.16,54,Studi Lanjut,PT Bukit Asam,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8e2d1461,2019AR43112,AR,2024-08-29,3.43,62,Studi Lanjut,IPB University,Tidak Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSbcdface6,2016AR40190,AR,2021-04-22,3.47,58,Bekerja,PT Telkom Indonesia,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS1b3489dc,2022TE37306,TE,2026-01-01,3.8,56,Belum Bekerja,,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS29e797de,2020AG27595,AG,2025-12-25,3.73,63,Bekerja,PT Astra International,Sesuai,6,Tracer Study,2026-05-17T15:02:44+07:00
LLS9e9fdcbf,2023TG01976,TG,2027-01-01,2.93,56,Wirausaha,,Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb7b16a43,2018TM32435,TM,2024-08-08,3.67,62,Bekerja,,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS717bf621,2016MB43871,MB,2022-01-18,3.57,53,Bekerja,Google Indonesia,Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS063c2942,2018TLK40811,TLK,2024-07-15,3.4,56,Belum Bekerja,,Tidak Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLSdab797be,2023GL27363,GL,2027-01-01,3.1,61,Bekerja,Google Indonesia,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS45f607e2,2016TP19418,TP,2021-06-06,3.11,42,Bekerja,BMKG,Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS3892e3d8,2022GL47466,GL,2026-01-01,3.3,46,Wirausaha,,Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9e8aec35,2017TP23628,TP,2023-09-28,3.13,58,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,11,Tracer Study,2026-05-17T15:02:44+07:00
LLS6d566843,2020TK34392,TK,2024-12-27,3.87,50,Bekerja,IPB University,Tidak Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS8e436e99,2021TM16718,TM,2025-01-23,3.49,43,Studi Lanjut,Universiti Malaya,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa02afea8,2019AG49153,AG,2024-06-12,3.85,54,Bekerja,IPB University,Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS95a44291,2018AG27020,AG,2023-08-25,3.84,47,Bekerja,BMKG,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS3ede6bc2,2017TP10924,TP,2023-03-22,2.8,61,Bekerja,Kyushu University,Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS0bc41578,2018MTK31879,MTK,2024-01-26,2.76,43,Bekerja,,Tidak Sesuai,3,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSb7d42275,2023GL12240,GL,2027-01-01,2.85,62,Belum Bekerja,Kyushu University,Tidak Sesuai,14,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS99781959,2017AG13363,AG,2023-07-13,2.95,71,Bekerja,UNDP Indonesia,Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLSfa5c19c8,2021KIM44912,KIM,2025-10-03,3.66,47,Bekerja,Toyota Motor Manufacturing,Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdac0fdff,2021FT32801,FT,2025-05-10,3.07,58,Bekerja,,Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSce19c084,2022BIO07003,BIO,2026-01-01,3.22,70,Bekerja,BRIN,Tidak Sesuai,18,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdae64d33,2021TL18934,TL,2025-09-17,3.21,58,Belum Bekerja,JICA Indonesia,Tidak Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLS44ba8a26,2023TM08209,TM,2027-01-01,2.93,60,Bekerja,Unsri,Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2ac27e33,2016TS36675,TS,2021-05-05,3.32,69,Bekerja,BMKG,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS8c565b77,2017AG45831,AG,2021-06-20,2.88,47,Bekerja,Bank Indonesia,Sesuai,16,Tracer Study,2026-05-17T15:02:44+07:00
LLS58c31930,2019TP32296,TP,2023-05-18,3.24,69,Belum Bekerja,Unsri,Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS7339ac89,2021FT16367,FT,2025-05-30,3.38,51,Belum Bekerja,BPS Lampung,Tidak Sesuai,15,Tracer Study,2026-05-17T15:02:44+07:00
LLS0d12d47f,2018PWK00879,PWK,2024-09-11,3.44,59,Bekerja,NUS Singapore,Tidak Sesuai,16,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS4eb30e0a,2017TG11932,TG,2021-10-29,3.14,49,Studi Lanjut,PT PLN,Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS4fb3d003,2021TE28330,TE,2025-05-27,3.01,54,Belum Bekerja,Universitas Lampung,Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS292cd24c,2016MTK39231,MTK,2020-06-21,3.29,53,Bekerja,BPS Lampung,Tidak Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLS9d82d081,2020AR45981,AR,2025-12-26,3.21,58,Belum Bekerja,,Tidak Sesuai,9,Tracer Study,2026-05-17T15:02:44+07:00
LLS33739871,2019TI32116,TI,2025-12-14,2.82,65,Bekerja,UNDP Indonesia,Tidak Sesuai,6,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS539d5416,2022TS39424,TS,2026-01-01,3.71,49,Belum Bekerja,PT Astra International,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS61c1dc28,2019AG17512,AG,2024-04-07,3.78,72,Bekerja,,Tidak Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLSef2cb4c5,2023SI02528,SI,2027-01-01,2.91,56,Studi Lanjut,,Tidak Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS82ceef3b,2020BIO45731,BIO,2024-02-10,3.8,58,Belum Bekerja,NUS Singapore,Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSe14316ef,2021TP12824,TP,2025-06-18,3.21,49,Belum Bekerja,ITS,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS39ee20ff,2020FT25097,FT,2024-12-30,2.95,66,Bekerja,Kyushu University,Tidak Sesuai,8,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLScfd56d31,2020TS41474,TS,2025-08-07,3.29,59,Studi Lanjut,PT PLN,Tidak Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLS74b1cdb8,2016FT39041,FT,2021-02-19,3.7,64,Bekerja,ITS,Tidak Sesuai,12,Tracer Study,2026-05-17T15:02:44+07:00
LLS609aee97,2018TM36398,TM,2023-09-11,3.3,59,Belum Bekerja,,Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLS4b65076e,2018SI48449,SI,2022-01-21,3.2,62,Wirausaha,IPB University,Tidak Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS0d27bda6,2020FT38680,FT,2025-07-09,3.57,62,Bekerja,,Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
LLSbad773f8,2023TS25384,TS,2027-01-01,3.16,57,Belum Bekerja,PT Astra International,Tidak Sesuai,13,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6fa4611a,2022FT19852,FT,2026-01-01,2.95,47,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,17,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSdedc5011,2016MTK05735,MTK,2020-08-09,3.76,50,Bekerja,Unila,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSd20fad77,2020TLK35245,TLK,2024-10-02,3.77,71,Belum Bekerja,,Tidak Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS2056ba2f,2023FT04814,FT,2027-01-01,3.24,49,Belum Bekerja,,Sesuai,13,Tracer Study,2026-05-17T15:02:44+07:00
LLS73bdce48,2023TS32224,TS,2027-01-01,3.3,67,Bekerja,JICA Indonesia,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS9938c8f3,2022TE22334,TE,2026-01-01,3.72,50,Wirausaha,Universiti Malaya,Tidak Sesuai,1,Tracer Study,2026-05-17T15:02:44+07:00
LLS573f2378,2016TG10101,TG,2021-11-09,3.11,66,Belum Bekerja,BRIN,Sesuai,12,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS26f975fb,2017TG41248,TG,2023-07-12,3.31,51,Belum Bekerja,Huawei Indonesia,Sesuai,14,Tracer Study,2026-05-17T15:02:44+07:00
LLSc2c176d8,2017TM01778,TM,2022-06-05,3.19,44,Bekerja,,Tidak Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS337b9231,2023TL23232,TL,2027-01-01,3.93,56,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,1,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSe18bcbb8,2016GL13962,GL,2020-09-02,3.08,62,Belum Bekerja,BPS Lampung,Sesuai,5,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa814ab48,2023FIS22021,FIS,2027-01-01,3.74,69,Bekerja,,Tidak Sesuai,4,Tracer Study,2026-05-17T15:02:44+07:00
LLS55e8221e,2019TLK24244,TLK,2025-08-01,3.56,53,Bekerja,Politeknik Negeri Lampung,Tidak Sesuai,11,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSd3bda791,2020FIS11548,FIS,2025-08-13,3.77,47,Bekerja,,Tidak Sesuai,9,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSfc0c9cb3,2021FIS16020,FIS,2025-04-04,2.94,54,Bekerja,UGM,Tidak Sesuai,0,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSa1b693ad,2018TLK03030,TLK,2023-04-29,3.5,66,Wirausaha,BMKG,Sesuai,0,Tracer Study,2026-05-17T15:02:44+07:00
LLSc2e46bb7,2016IF41241,IF,2020-10-15,3.22,57,Belum Bekerja,PT Bukit Asam,Sesuai,7,Tracer Study,2026-05-17T15:02:44+07:00
LLS7881138b,2021FIS35899,FIS,2025-08-12,3.83,71,Bekerja,Toyota Motor Manufacturing,Tidak Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS6ba7d79b,2020TP18454,TP,2025-10-07,3.1,69,Belum Bekerja,BMKG,Sesuai,15,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLS175a1566,2018IF26589,IF,2022-11-06,2.78,46,Wirausaha,,Tidak Sesuai,5,Tracer Study,2026-05-17T15:02:44+07:00
LLS5d2e7efc,2020MB40575,MB,2025-08-29,3.04,60,Bekerja,NUS Singapore,Sesuai,17,Tracer Study,2026-05-17T15:02:44+07:00
LLS442e66d1,2021PWK13724,PWK,2025-01-22,3.05,67,Bekerja,BRIN,Tidak Sesuai,18,Tracer Study,2026-05-17T15:02:44+07:00
LLS7c70930f,2018MB07487,MB,2024-01-19,2.93,70,Belum Bekerja,ITS,Sesuai,10,Laporan Wisuda,2026-05-17T15:02:44+07:00
LLSc3fddcad,2016TS01310,TS,2021-03-30,3.84,55,Belum Bekerja,Huawei Indonesia,Tidak Sesuai,8,Tracer Study,2026-05-17T15:02:44+07:00
