kegiatan_id,dosen_id,jenis_kegiatan,nama_institusi,tanggal_mulai,tanggal_selesai,tahun,ingested_at
KGT153c5d52,0691213178,Tridarma_PT_Lain,ITS,2025-03-10,2025-11-15,2025,2026-05-17T15:02:44+07:00
KGTe64b217d,0691213178,Tridarma_PT_Lain,Bank Indonesia,2024-05-22,2024-12-08,2024,2026-05-17T15:02:44+07:00
KGTdc19ebd9,0675179179,QS100,Osaka University,2021-03-26,2022-03-24,2021,2026-05-17T15:02:44+07:00
KGTd13a208e,0675179179,Tridarma_PT_Lain,UGM,2020-03-20,2021-03-08,2020,2026-05-17T15:02:44+07:00
KGTfde96652,0812801180,Tridarma_PT_Lain,Politeknik Negeri Lampung,2023-05-24,2023-07-24,2023,2026-05-17T15:02:44+07:00
KGTf6106c1b,0812801180,QS100,Unila,2022-05-29,2022-11-25,2022,2026-05-17T15:02:44+07:00
KGTb7678fc5,0812801180,QS100,NUS Singapore,2022-04-23,2023-04-23,2022,2026-05-17T15:02:44+07:00
KGT5ef1d6ee,0812801180,Tridarma_PT_Lain,PT Telkom Indonesia,2021-01-05,2021-08-28,2021,2026-05-17T15:02:44+07:00
KGTdbe00f3d,0906876181,QS100,Chulalongkorn University,2023-04-24,2023-07-12,2023,2026-05-17T15:02:44+07:00
KGT8c386eb7,0906876181,Pembina_Prestasi,Chulalongkorn University,2024-05-18,2025-04-17,2024,2026-05-17T15:02:44+07:00
KGTea8a0663,0906876181,QS100,PT PLN,2024-05-06,2025-05-06,2024,2026-05-17T15:02:44+07:00
KGT7f0cd999,0906876181,Tridarma_PT_Lain,IPB University,2022-01-22,2022-06-08,2022,2026-05-17T15:02:44+07:00
KGT97103a11,0456164183,Tridarma_PT_Lain,IPB University,2023-05-08,2023-12-01,2023,2026-05-17T15:02:44+07:00
KGT7f6ca290,0456164183,Praktisi_Industri,Telkom University,2024-04-22,2025-01-13,2024,2026-05-17T15:02:44+07:00
KGT0b39ef34,0456164183,Praktisi_Industri,LIPI,2025-03-04,2025-11-26,2025,2026-05-17T15:02:44+07:00
KGTc0c0ef63,0456164183,QS100,Huawei Indonesia,2023-03-27,2023-06-29,2023,2026-05-17T15:02:44+07:00
KGT0cca83ec,0456164183,QS100,IPB University,2022-05-29,2023-03-14,2022,2026-05-17T15:02:44+07:00
KGTea7735f9,0788047184,Tridarma_PT_Lain,BPS Lampung,2023-03-07,2023-09-09,2023,2026-05-17T15:02:44+07:00
KGT13d6431e,0788047184,Tridarma_PT_Lain,PT Pertamina,2021-03-25,2021-05-12,2021,2026-05-17T15:02:44+07:00
KGT8aaf4c2f,0349657185,Praktisi_Industri,PT Astra International,2020-03-17,2021-02-23,2020,2026-05-17T15:02:44+07:00
KGT8b10be1e,0291730186,Praktisi_Industri,JICA Indonesia,2025-05-06,2025-09-11,2025,2026-05-17T15:02:44+07:00
KGTc3b6226d,0291730186,QS100,Politeknik Negeri Lampung,2020-06-23,2020-10-08,2020,2026-05-17T15:02:44+07:00
KGTd249947b,0291730186,Praktisi_Industri,ITB,2025-04-02,2025-05-31,2025,2026-05-17T15:02:44+07:00
KGT7deafbbe,0291730186,QS100,Universiti Malaya,2023-04-25,2023-12-30,2023,2026-05-17T15:02:44+07:00
KGTc4248d9a,0291730186,Pembina_Prestasi,PT PLN,2025-01-29,2025-04-05,2025,2026-05-17T15:02:44+07:00
KGT49ed9f23,0763288187,Pembina_Prestasi,UGM,2021-02-25,2021-10-14,2021,2026-05-17T15:02:44+07:00
KGT0e9e7f13,0763288187,Pembina_Prestasi,ITB,2024-05-29,2025-02-09,2024,2026-05-17T15:02:44+07:00
KGT04ce596a,0763288187,QS100,Chulalongkorn University,2025-03-09,2025-08-06,2025,2026-05-17T15:02:44+07:00
KGTc66a5f75,0763288187,QS100,LIPI,2025-04-13,2025-05-26,2025,2026-05-17T15:02:44+07:00
KGT0cbfa6f4,0153824188,QS100,Huawei Indonesia,2022-05-27,2023-01-16,2022,2026-05-17T15:02:44+07:00
KGT41da1d26,0153824188,Praktisi_Industri,NUS Singapore,2020-01-22,2020-05-30,2020,2026-05-17T15:02:44+07:00
KGT1c29a03c,0153824188,Tridarma_PT_Lain,PT Bukit Asam,2021-03-23,2021-07-08,2021,2026-05-17T15:02:44+07:00
KGT8e65400c,0153824188,Pembina_Prestasi,LIPI,2025-01-25,2025-06-09,2025,2026-05-17T15:02:44+07:00
KGT977e34ed,0484318189,Tridarma_PT_Lain,Unsri,2023-04-27,2023-09-08,2023,2026-05-17T15:02:44+07:00
KGT894683b6,0484318189,Tridarma_PT_Lain,IPB University,2021-02-02,2021-10-03,2021,2026-05-17T15:02:44+07:00
KGT7d62d489,0484318189,Pembina_Prestasi,TU Delft,2024-02-25,2024-05-22,2024,2026-05-17T15:02:44+07:00
KGT02ca230f,0484318189,Tridarma_PT_Lain,Telkom University,2025-04-17,2025-08-20,2025,2026-05-17T15:02:44+07:00
KGT5c11151e,0198384190,Pembina_Prestasi,UGM,2021-02-20,2021-03-26,2021,2026-05-17T15:02:44+07:00
KGTcb0d93be,0198384190,QS100,BPS Lampung,2021-01-01,2021-03-17,2021,2026-05-17T15:02:44+07:00
KGTb0a02a52,0897149191,QS100,NUS Singapore,2020-03-24,2020-11-27,2020,2026-05-17T15:02:44+07:00
KGTbbe89d76,0897149191,Praktisi_Industri,Unila,2021-01-02,2021-07-23,2021,2026-05-17T15:02:44+07:00
KGTf1d3bc3e,0897149191,Tridarma_PT_Lain,PT Astra International,2020-02-02,2020-06-02,2020,2026-05-17T15:02:44+07:00
KGTe59e5b55,0897149191,Tridarma_PT_Lain,ITB,2022-03-17,2022-04-27,2022,2026-05-17T15:02:44+07:00
KGT24bd5404,0161391192,Tridarma_PT_Lain,Universitas Indonesia,2023-03-10,2023-11-01,2023,2026-05-17T15:02:44+07:00
KGTccad0de1,0161391192,Pembina_Prestasi,TU Delft,2024-04-02,2024-09-12,2024,2026-05-17T15:02:44+07:00
KGT2b636289,0869596193,Praktisi_Industri,Unila,2024-03-02,2024-09-17,2024,2026-05-17T15:02:44+07:00
KGT7c65af90,0342254194,QS100,PT Telkom Indonesia,2023-04-24,2023-09-16,2023,2026-05-17T15:02:44+07:00
KGT9effce60,0342254194,QS100,Google Indonesia,2023-02-24,2023-04-27,2023,2026-05-17T15:02:44+07:00
KGTbb8fd59f,0342254194,Pembina_Prestasi,LIPI,2023-05-24,2023-10-16,2023,2026-05-17T15:02:44+07:00
KGTae60a016,0713071195,Praktisi_Industri,LIPI,2020-03-27,2020-10-02,2020,2026-05-17T15:02:44+07:00
KGTc97aa210,0713071195,QS100,Unsri,2020-04-22,2021-03-22,2020,2026-05-17T15:02:44+07:00
KGT43701660,0713071195,Pembina_Prestasi,IPB University,2024-06-25,2024-08-10,2024,2026-05-17T15:02:44+07:00
KGTcc415efc,0137395197,Praktisi_Industri,Universitas Indonesia,2024-02-01,2024-12-12,2024,2026-05-17T15:02:44+07:00
KGT7f45275a,0137395197,Praktisi_Industri,ITB,2023-06-01,2024-01-24,2023,2026-05-17T15:02:44+07:00
KGT0bb2028c,0506409198,Praktisi_Industri,ITB,2023-05-25,2024-02-18,2023,2026-05-17T15:02:44+07:00
KGTc1b0447c,0506409198,Pembina_Prestasi,Telkom University,2025-01-19,2025-07-27,2025,2026-05-17T15:02:44+07:00
KGT9a654114,0506409198,Tridarma_PT_Lain,Bank Indonesia,2024-05-10,2024-11-11,2024,2026-05-17T15:02:44+07:00
KGTcf16cfe4,0179655199,Pembina_Prestasi,ITS,2023-01-03,2023-03-03,2023,2026-05-17T15:02:44+07:00
KGT5568504f,0865721200,Praktisi_Industri,PT Pertamina,2022-04-13,2022-07-12,2022,2026-05-17T15:02:44+07:00
KGT39c173e7,0865721200,Praktisi_Industri,JICA Indonesia,2023-05-16,2023-10-15,2023,2026-05-17T15:02:44+07:00
KGT1ce0e1ad,0356081201,QS100,ITB,2021-06-10,2022-03-21,2021,2026-05-17T15:02:44+07:00
KGTb6905f8d,0356081201,Tridarma_PT_Lain,Toyota Motor Manufacturing,2020-06-20,2020-07-21,2020,2026-05-17T15:02:44+07:00
KGT4afabaa6,0668347202,Praktisi_Industri,PT Pertamina,2022-04-26,2022-11-30,2022,2026-05-17T15:02:44+07:00
KGT00bee254,0668347202,Tridarma_PT_Lain,Politeknik Negeri Lampung,2025-06-10,2026-02-23,2025,2026-05-17T15:02:44+07:00
KGTe8f5e145,0178776203,Pembina_Prestasi,BPS Lampung,2025-02-21,2025-04-12,2025,2026-05-17T15:02:44+07:00
KGT1f388e93,0178776203,Pembina_Prestasi,Unila,2025-04-27,2026-03-29,2025,2026-05-17T15:02:44+07:00
KGT3f62fd0f,0178776203,Tridarma_PT_Lain,Google Indonesia,2022-03-13,2022-06-25,2022,2026-05-17T15:02:44+07:00
KGTf465ba43,0178776203,Tridarma_PT_Lain,Bank Indonesia,2021-01-20,2021-11-06,2021,2026-05-17T15:02:44+07:00
KGTb27002ca,0331780204,QS100,IPB University,2020-04-13,2020-06-05,2020,2026-05-17T15:02:44+07:00
KGTe2817f30,0331780204,Tridarma_PT_Lain,TU Delft,2025-01-20,2025-05-06,2025,2026-05-17T15:02:44+07:00
KGTe84c4e39,0331780204,Pembina_Prestasi,PT Telkom Indonesia,2025-02-25,2026-02-02,2025,2026-05-17T15:02:44+07:00
KGT9e5d92ec,0533198205,QS100,PT PLN,2025-03-27,2025-12-14,2025,2026-05-17T15:02:44+07:00
KGT6b282de0,0358235206,Praktisi_Industri,Toyota Motor Manufacturing,2022-06-05,2022-11-28,2022,2026-05-17T15:02:44+07:00
KGT1067dd48,0358235206,Tridarma_PT_Lain,ITB,2022-05-02,2022-10-20,2022,2026-05-17T15:02:44+07:00
KGT5a17230f,0358235206,Tridarma_PT_Lain,PT Bukit Asam,2025-04-12,2025-10-01,2025,2026-05-17T15:02:44+07:00
KGTa085f7d4,0358235206,Pembina_Prestasi,BRIN,2020-04-07,2020-11-02,2020,2026-05-17T15:02:44+07:00
KGT0db7f569,0761882207,Pembina_Prestasi,Politeknik Negeri Lampung,2023-04-04,2023-12-31,2023,2026-05-17T15:02:44+07:00
KGTf4e3b923,0761882207,QS100,ITB,2020-03-04,2020-12-03,2020,2026-05-17T15:02:44+07:00
KGT8cb65058,0761882207,Tridarma_PT_Lain,Bank Indonesia,2023-05-26,2023-10-08,2023,2026-05-17T15:02:44+07:00
KGTec0a5556,0761882207,Tridarma_PT_Lain,Unsri,2023-03-28,2024-03-18,2023,2026-05-17T15:02:44+07:00
KGT9eacc43a,0761882207,Praktisi_Industri,NUS Singapore,2025-01-06,2025-11-29,2025,2026-05-17T15:02:44+07:00
KGT5986f788,0761882207,QS100,BMKG,2020-03-22,2021-02-26,2020,2026-05-17T15:02:44+07:00
KGT01bb174d,0138379208,Tridarma_PT_Lain,Kyushu University,2021-06-19,2021-09-22,2021,2026-05-17T15:02:44+07:00
KGTa8aead96,0138379208,Pembina_Prestasi,Universiti Malaya,2023-04-04,2023-10-22,2023,2026-05-17T15:02:44+07:00
KGTdb656c0e,0465124210,QS100,BMKG,2022-06-24,2022-10-03,2022,2026-05-17T15:02:44+07:00
KGT0c4d5fca,0465124210,Tridarma_PT_Lain,Kyushu University,2023-03-16,2023-06-10,2023,2026-05-17T15:02:44+07:00
KGT7b89bdc8,0465124210,QS100,NUS Singapore,2024-04-09,2025-02-27,2024,2026-05-17T15:02:44+07:00
KGT67cb375e,0465124210,Praktisi_Industri,PT PLN,2024-05-30,2025-04-29,2024,2026-05-17T15:02:44+07:00
KGTebd8b9f8,0465124210,Praktisi_Industri,Telkom University,2022-01-31,2022-05-19,2022,2026-05-17T15:02:44+07:00
KGT9d6c0474,0426301211,Pembina_Prestasi,TU Delft,2021-05-02,2021-06-26,2021,2026-05-17T15:02:44+07:00
KGTd43306d0,0426301211,Tridarma_PT_Lain,Chulalongkorn University,2020-05-03,2021-01-08,2020,2026-05-17T15:02:44+07:00
KGT2e873f8d,0426301211,Praktisi_Industri,Kyushu University,2020-05-30,2020-08-26,2020,2026-05-17T15:02:44+07:00
KGTc8bd3145,0426301211,Praktisi_Industri,Politeknik Negeri Lampung,2021-03-30,2022-03-13,2021,2026-05-17T15:02:44+07:00
KGT859a6287,0667710212,Pembina_Prestasi,Unsri,2021-03-28,2022-01-12,2021,2026-05-17T15:02:44+07:00
KGT49609c43,0667710212,QS100,Google Indonesia,2021-02-09,2021-07-09,2021,2026-05-17T15:02:44+07:00
KGTe9e7bbaf,0667710212,Praktisi_Industri,Universiti Malaya,2024-04-10,2024-08-10,2024,2026-05-17T15:02:44+07:00
KGT127e3ce1,0667710212,Praktisi_Industri,Kyushu University,2024-02-14,2025-02-11,2024,2026-05-17T15:02:44+07:00
KGTc9cc6615,0667710212,QS100,Toyota Motor Manufacturing,2021-01-25,2021-06-30,2021,2026-05-17T15:02:44+07:00
KGT8485f35c,0168280213,Pembina_Prestasi,PT Pertamina,2023-01-09,2023-12-07,2023,2026-05-17T15:02:44+07:00
KGT6c71e4de,0242457215,QS100,Huawei Indonesia,2020-03-04,2020-11-19,2020,2026-05-17T15:02:44+07:00
KGT53c3eeb7,0409118216,Pembina_Prestasi,UGM,2025-01-02,2025-08-28,2025,2026-05-17T15:02:44+07:00
KGT479fc292,0409118216,Tridarma_PT_Lain,UNDP Indonesia,2021-04-27,2022-03-20,2021,2026-05-17T15:02:44+07:00
KGT0ab1812a,0409118216,Pembina_Prestasi,NUS Singapore,2020-06-24,2021-04-21,2020,2026-05-17T15:02:44+07:00
KGT22c062e5,0409118216,Tridarma_PT_Lain,Unsri,2023-03-14,2023-08-16,2023,2026-05-17T15:02:44+07:00
KGT842066ea,0586814217,Praktisi_Industri,PT PLN,2025-02-08,2025-05-14,2025,2026-05-17T15:02:44+07:00
KGT233ba72e,0586814217,Pembina_Prestasi,BPS Lampung,2025-02-21,2025-09-08,2025,2026-05-17T15:02:44+07:00
KGT64c4027c,0586814217,Praktisi_Industri,BPS Lampung,2022-04-04,2022-09-02,2022,2026-05-17T15:02:44+07:00
KGTa21a467e,0943629218,Pembina_Prestasi,Toyota Motor Manufacturing,2025-05-06,2025-12-11,2025,2026-05-17T15:02:44+07:00
KGTcaa9c11c,0943629218,Tridarma_PT_Lain,PT Pertamina,2024-05-21,2025-04-24,2024,2026-05-17T15:02:44+07:00
KGTb0f3e1bc,0943629218,QS100,Universitas Lampung,2021-04-12,2021-09-08,2021,2026-05-17T15:02:44+07:00
KGT08f1fbac,0188276219,QS100,Politeknik Negeri Lampung,2025-05-01,2026-03-29,2025,2026-05-17T15:02:44+07:00
KGT5dc468df,0723078220,Praktisi_Industri,Toyota Motor Manufacturing,2023-03-14,2023-10-21,2023,2026-05-17T15:02:44+07:00
KGT20ad7f2b,0723078220,Pembina_Prestasi,LIPI,2024-01-12,2024-11-21,2024,2026-05-17T15:02:44+07:00
KGT416b976f,0723078220,Tridarma_PT_Lain,Unila,2025-05-02,2025-08-16,2025,2026-05-17T15:02:44+07:00
KGTaa49b681,0328520221,QS100,PT Telkom Indonesia,2023-05-27,2024-02-26,2023,2026-05-17T15:02:44+07:00
KGTee0f0274,0328520221,Praktisi_Industri,Telkom University,2022-06-22,2023-01-23,2022,2026-05-17T15:02:44+07:00
KGTa68bc644,0702550222,QS100,BMKG,2022-06-16,2023-03-30,2022,2026-05-17T15:02:44+07:00
KGT5b851ea3,0702550222,Pembina_Prestasi,Unila,2022-05-14,2023-02-26,2022,2026-05-17T15:02:44+07:00
KGTc709f9ce,0499745224,Tridarma_PT_Lain,Universitas Indonesia,2023-06-29,2023-11-19,2023,2026-05-17T15:02:44+07:00
KGT720edf27,0499745224,Tridarma_PT_Lain,Bank Indonesia,2021-04-15,2022-04-01,2021,2026-05-17T15:02:44+07:00
KGTbf1700c3,0499745224,Praktisi_Industri,Universiti Malaya,2023-06-09,2024-01-16,2023,2026-05-17T15:02:44+07:00
KGT7d94674a,0499745224,Tridarma_PT_Lain,BMKG,2020-01-08,2020-04-13,2020,2026-05-17T15:02:44+07:00
KGT3c431992,0499745224,QS100,NUS Singapore,2021-02-12,2021-06-19,2021,2026-05-17T15:02:44+07:00
KGT622e2040,0153837225,QS100,Universitas Lampung,2025-03-16,2025-10-19,2025,2026-05-17T15:02:44+07:00
KGTfe390c27,0153837225,Praktisi_Industri,TU Delft,2021-02-09,2021-05-13,2021,2026-05-17T15:02:44+07:00
KGTd97e0428,0153837225,Praktisi_Industri,PT Astra International,2021-05-18,2021-07-28,2021,2026-05-17T15:02:44+07:00
KGTe25b9293,0601465226,Pembina_Prestasi,Kyushu University,2024-03-06,2025-03-02,2024,2026-05-17T15:02:44+07:00
KGTf0f1b4b0,0601465226,Pembina_Prestasi,Universitas Lampung,2024-05-23,2025-01-11,2024,2026-05-17T15:02:44+07:00
KGT4a0fe11d,0601465226,QS100,World Bank Jakarta,2024-05-01,2024-07-16,2024,2026-05-17T15:02:44+07:00
KGT2c422403,0884866228,Praktisi_Industri,Unsri,2025-05-24,2025-12-28,2025,2026-05-17T15:02:44+07:00
KGT7878be37,0884866228,Praktisi_Industri,World Bank Jakarta,2020-02-16,2020-07-02,2020,2026-05-17T15:02:44+07:00
KGT37e0b74c,0513472229,Pembina_Prestasi,BPS Lampung,2025-02-14,2025-05-21,2025,2026-05-17T15:02:44+07:00
KGTc614151d,0513472229,Tridarma_PT_Lain,PT Pertamina,2020-04-11,2020-08-14,2020,2026-05-17T15:02:44+07:00
KGTe6b388ee,0513472229,Pembina_Prestasi,NUS Singapore,2025-05-04,2026-01-16,2025,2026-05-17T15:02:44+07:00
KGTe0139361,0513472229,Tridarma_PT_Lain,JICA Indonesia,2022-04-23,2023-03-13,2022,2026-05-17T15:02:44+07:00
KGTe63e1cf5,0698519230,Pembina_Prestasi,NUS Singapore,2023-02-24,2023-08-22,2023,2026-05-17T15:02:44+07:00
KGT9987d2c1,0698519230,Pembina_Prestasi,PT Pertamina,2022-03-13,2022-10-13,2022,2026-05-17T15:02:44+07:00
KGTada9e161,0698519230,QS100,Universitas Indonesia,2020-02-21,2020-06-08,2020,2026-05-17T15:02:44+07:00
KGTc4c9101f,0698519230,Praktisi_Industri,Kyushu University,2024-04-08,2024-07-18,2024,2026-05-17T15:02:44+07:00
KGT87b5ea02,0185705231,QS100,NUS Singapore,2022-04-26,2023-03-25,2022,2026-05-17T15:02:44+07:00
KGT537d1e71,0185705231,Pembina_Prestasi,Huawei Indonesia,2020-05-23,2021-04-13,2020,2026-05-17T15:02:44+07:00
KGT777e67ab,0300930232,QS100,UNDP Indonesia,2023-06-20,2024-02-25,2023,2026-05-17T15:02:44+07:00
KGT9123207e,0300930232,QS100,BRIN,2023-03-30,2023-09-29,2023,2026-05-17T15:02:44+07:00
KGTa524fad3,0471437233,QS100,Universitas Lampung,2020-04-01,2020-05-20,2020,2026-05-17T15:02:44+07:00
KGT87c507bc,0471437233,Pembina_Prestasi,ITS,2022-06-29,2022-08-18,2022,2026-05-17T15:02:44+07:00
KGT695feb43,0471437233,Praktisi_Industri,JICA Indonesia,2025-02-03,2025-08-14,2025,2026-05-17T15:02:44+07:00
KGTcbe08ea9,0471437233,Tridarma_PT_Lain,Kyushu University,2022-01-30,2022-11-27,2022,2026-05-17T15:02:44+07:00
KGTc992254d,0471437233,QS100,PT Telkom Indonesia,2020-06-17,2021-04-23,2020,2026-05-17T15:02:44+07:00
KGT4ff5d93e,0412470234,Tridarma_PT_Lain,Chulalongkorn University,2022-02-16,2022-10-27,2022,2026-05-17T15:02:44+07:00
KGTd6a2ef0c,0412470234,Pembina_Prestasi,BRIN,2022-04-14,2022-09-19,2022,2026-05-17T15:02:44+07:00
KGTee0c7ecd,0412470234,Tridarma_PT_Lain,LIPI,2023-04-12,2023-05-16,2023,2026-05-17T15:02:44+07:00
KGTbed09663,0384696235,Praktisi_Industri,PT PLN,2022-05-30,2022-10-03,2022,2026-05-17T15:02:44+07:00
KGTdf17fb8b,0659072236,QS100,Kyushu University,2024-03-04,2024-08-06,2024,2026-05-17T15:02:44+07:00
KGT319a1e81,0732823237,Praktisi_Industri,BRIN,2025-02-17,2025-07-23,2025,2026-05-17T15:02:44+07:00
KGTffce6779,0732823237,Tridarma_PT_Lain,Universiti Malaya,2022-02-20,2022-11-10,2022,2026-05-17T15:02:44+07:00
KGT17b6b8dd,0287043238,Praktisi_Industri,Huawei Indonesia,2025-03-22,2026-03-02,2025,2026-05-17T15:02:44+07:00
KGT4c0e76d7,0499324239,QS100,Telkom University,2025-03-29,2025-05-27,2025,2026-05-17T15:02:44+07:00
KGTed45da10,0499324239,Praktisi_Industri,Google Indonesia,2023-02-11,2023-07-17,2023,2026-05-17T15:02:44+07:00
KGT8ae3333d,0499324239,Tridarma_PT_Lain,UNDP Indonesia,2021-02-07,2021-10-14,2021,2026-05-17T15:02:44+07:00
KGTb136751a,0373254240,Praktisi_Industri,Telkom University,2024-04-29,2025-02-23,2024,2026-05-17T15:02:44+07:00
KGTaefd5f33,0373254240,QS100,Kyushu University,2025-04-25,2025-12-11,2025,2026-05-17T15:02:44+07:00
KGT9692ecf0,0373254240,Praktisi_Industri,ITB,2025-05-23,2026-01-05,2025,2026-05-17T15:02:44+07:00
KGT2aacc7b0,0734520241,Praktisi_Industri,Unsri,2023-06-01,2023-08-23,2023,2026-05-17T15:02:44+07:00
KGTba7a7f82,0734520241,Praktisi_Industri,PT Astra International,2020-01-05,2020-04-26,2020,2026-05-17T15:02:44+07:00
KGTfe64c297,0734520241,QS100,UNDP Indonesia,2025-04-27,2025-06-16,2025,2026-05-17T15:02:44+07:00
KGT3c521466,0734520241,Tridarma_PT_Lain,Osaka University,2020-03-08,2020-11-21,2020,2026-05-17T15:02:44+07:00
KGT55cc5b21,0734520241,QS100,Osaka University,2023-02-09,2023-07-04,2023,2026-05-17T15:02:44+07:00
KGTde3d6c74,0734520241,QS100,Toyota Motor Manufacturing,2022-01-19,2022-08-14,2022,2026-05-17T15:02:44+07:00
KGT968081a8,0349041242,Tridarma_PT_Lain,IPB University,2023-05-23,2024-03-23,2023,2026-05-17T15:02:44+07:00
KGT9000db34,0349041242,Praktisi_Industri,Unila,2022-01-16,2022-08-10,2022,2026-05-17T15:02:44+07:00
KGTf530eda8,0348410243,Praktisi_Industri,IPB University,2022-05-05,2022-10-27,2022,2026-05-17T15:02:44+07:00
KGT9de14a83,0348410243,QS100,PT Astra International,2020-02-25,2020-06-10,2020,2026-05-17T15:02:44+07:00
KGT9c9a4311,0244766244,Tridarma_PT_Lain,NUS Singapore,2025-05-15,2025-11-11,2025,2026-05-17T15:02:44+07:00
KGTb90350c1,0244766244,Tridarma_PT_Lain,ITB,2023-05-02,2024-03-12,2023,2026-05-17T15:02:44+07:00
KGT2a8986c4,0244766244,Tridarma_PT_Lain,Google Indonesia,2020-03-04,2020-12-01,2020,2026-05-17T15:02:44+07:00
KGTb1936368,0244766244,QS100,LIPI,2024-01-03,2024-07-28,2024,2026-05-17T15:02:44+07:00
KGT64272d02,0479100245,QS100,Unsri,2020-06-01,2021-01-25,2020,2026-05-17T15:02:44+07:00
KGT61dd38a8,0479100245,Pembina_Prestasi,LIPI,2021-01-23,2021-10-06,2021,2026-05-17T15:02:44+07:00
KGTca2edb11,0479100245,Tridarma_PT_Lain,PT Telkom Indonesia,2025-03-16,2026-03-14,2025,2026-05-17T15:02:44+07:00
KGT54afb9d8,0479100245,Praktisi_Industri,PT Astra International,2023-06-12,2023-09-28,2023,2026-05-17T15:02:44+07:00
KGT55d6602d,0479100245,QS100,Telkom University,2023-01-26,2023-10-19,2023,2026-05-17T15:02:44+07:00
KGT6b81782f,0849457246,QS100,Toyota Motor Manufacturing,2025-01-17,2025-08-06,2025,2026-05-17T15:02:44+07:00
KGTe3c3b4cf,0849457246,QS100,Telkom University,2023-03-04,2023-11-03,2023,2026-05-17T15:02:44+07:00
KGTf984b75e,0338811247,Praktisi_Industri,Unila,2025-02-25,2025-11-29,2025,2026-05-17T15:02:44+07:00
KGT5121e041,0338811247,Praktisi_Industri,ITS,2021-01-10,2021-11-10,2021,2026-05-17T15:02:44+07:00
KGT11c63311,0338811247,Tridarma_PT_Lain,Telkom University,2020-04-05,2020-08-21,2020,2026-05-17T15:02:44+07:00
KGT82566b37,0708972248,Pembina_Prestasi,Chulalongkorn University,2024-05-03,2025-02-19,2024,2026-05-17T15:02:44+07:00
KGT49f05f85,0708972248,Tridarma_PT_Lain,Chulalongkorn University,2021-01-08,2021-08-11,2021,2026-05-17T15:02:44+07:00
KGTae233e7f,0467849249,Pembina_Prestasi,BRIN,2021-06-17,2022-05-05,2021,2026-05-17T15:02:44+07:00
KGT64c1c862,0467849249,Praktisi_Industri,Universitas Lampung,2020-02-10,2020-09-24,2020,2026-05-17T15:02:44+07:00
KGT0be93024,0467849249,Praktisi_Industri,PT PLN,2023-05-13,2024-03-11,2023,2026-05-17T15:02:44+07:00
KGTd9b06c62,0486253250,QS100,PT Astra International,2020-01-22,2020-04-14,2020,2026-05-17T15:02:44+07:00
KGT49b751fd,0486253250,QS100,BRIN,2020-05-16,2020-09-22,2020,2026-05-17T15:02:44+07:00
KGT6b543e35,0486253250,Praktisi_Industri,BPS Lampung,2021-04-18,2021-11-10,2021,2026-05-17T15:02:44+07:00
KGT24a1d8d1,0486253250,QS100,Unsri,2022-03-30,2023-02-18,2022,2026-05-17T15:02:44+07:00
KGTb9518c1d,0458198251,Pembina_Prestasi,PT Bukit Asam,2021-01-31,2021-04-28,2021,2026-05-17T15:02:44+07:00
KGT412cecb0,0235585252,Praktisi_Industri,UNDP Indonesia,2025-06-04,2025-09-07,2025,2026-05-17T15:02:44+07:00
KGT730be3ed,0235585252,Tridarma_PT_Lain,Unsri,2025-03-30,2025-05-23,2025,2026-05-17T15:02:44+07:00
KGT74aee87f,0235585252,Tridarma_PT_Lain,Kyushu University,2024-05-30,2025-01-15,2024,2026-05-17T15:02:44+07:00
KGT9f60c4c2,0235585252,Praktisi_Industri,Universitas Indonesia,2023-06-22,2023-09-18,2023,2026-05-17T15:02:44+07:00
KGTfd4078b2,0235585252,QS100,PT Pertamina,2025-01-29,2026-01-21,2025,2026-05-17T15:02:44+07:00
KGT54b6c0b7,0199268253,QS100,ITB,2020-02-17,2020-09-05,2020,2026-05-17T15:02:44+07:00
KGTd4cb4f02,0243437254,Pembina_Prestasi,Huawei Indonesia,2021-06-16,2022-04-07,2021,2026-05-17T15:02:44+07:00
KGT6d30ed95,0219470255,QS100,Universiti Malaya,2024-05-01,2024-06-23,2024,2026-05-17T15:02:44+07:00
KGT4a654565,0219470255,QS100,TU Delft,2022-01-28,2022-09-18,2022,2026-05-17T15:02:44+07:00
KGT0b025d04,0219470255,Pembina_Prestasi,Huawei Indonesia,2023-06-03,2023-09-26,2023,2026-05-17T15:02:44+07:00
KGT2d5a5aed,0219470255,QS100,Unsri,2021-06-03,2021-12-09,2021,2026-05-17T15:02:44+07:00
KGT3dda6a60,0219470255,Praktisi_Industri,BMKG,2022-05-05,2023-04-25,2022,2026-05-17T15:02:44+07:00
KGT17033bf6,0219470255,QS100,BMKG,2021-03-01,2021-12-29,2021,2026-05-17T15:02:44+07:00
KGTf59edd1a,0880599256,Praktisi_Industri,World Bank Jakarta,2022-04-06,2023-03-14,2022,2026-05-17T15:02:44+07:00
KGT490dc308,0880599256,QS100,PT PLN,2023-06-10,2023-12-31,2023,2026-05-17T15:02:44+07:00
KGTddd04868,0880599256,QS100,Universiti Malaya,2021-04-28,2022-04-10,2021,2026-05-17T15:02:44+07:00
KGTaed721aa,0273483257,Praktisi_Industri,UGM,2023-06-25,2024-01-03,2023,2026-05-17T15:02:44+07:00
KGT4030ae44,0248222258,Tridarma_PT_Lain,JICA Indonesia,2021-06-17,2021-09-12,2021,2026-05-17T15:02:44+07:00
