prestasi_id,mahasiswa_id,nama_kompetisi,bidang,tingkat,peringkat,tahun,dosen_pembina_id,ingested_at
PRS4774f769,2020MB32373,ONMIPA,Desain,Internasional,Juara 3,2021,0725835575,2026-05-17T15:02:44+07:00
PRS13a6ddde,2017BIO25294,Gemastik,Desain,Regional,Juara 3,2020,0657715610,2026-05-17T15:02:44+07:00
PRSc4953998,2023TP01018,Pilmapres,Olahraga,Nasional,Juara 3,2024,,2026-05-17T15:02:44+07:00
PRSf53381b0,2023TLK13580,Geospatial Hackathon,Olahraga,Regional,Juara 3,2022,0894026355,2026-05-17T15:02:44+07:00
PRSd1044666,2018TI02489,Pilmapres,Teknologi,Institusi,Juara 2,2021,0214952304,2026-05-17T15:02:44+07:00
PRS443a46e8,2024GL09532,Gemastik,Seni,Internasional,Juara 3,2024,0694247137,2026-05-17T15:02:44+07:00
PRS8a539ab1,2020BIO30828,PKM Dikti,Debat,Institusi,Juara 2,2021,,2026-05-17T15:02:44+07:00
PRS3ff26053,2016FIS27895,ACM ICPC Regional,Seni,Regional,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRS4d40acdd,2019KIM49641,Kontes Robot Indonesia,Teknologi,Regional,Juara 1,2020,,2026-05-17T15:02:44+07:00
PRS6093cdb2,2024GL05947,National Bridge Competition,Seni,Nasional,Juara 2,2022,0646567798,2026-05-17T15:02:44+07:00
PRSb8807ee7,2020FT45906,Gemastik,Debat,Institusi,Finalis,2022,0845561645,2026-05-17T15:02:44+07:00
PRSeed90ddf,2025PWK38831,Electric Vehicle Competition,Riset,Institusi,Finalis,2022,,2026-05-17T15:02:44+07:00
PRSee0e3620,2019GL21824,PKM Dikti,Riset,Internasional,Finalis,2022,0803723574,2026-05-17T15:02:44+07:00
PRSf0cbc986,2025TL48720,Shell Eco-Marathon,Olahraga,Institusi,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRS85774787,2025FIS45417,Smart City Competition,Desain,Internasional,Finalis,2023,,2026-05-17T15:02:44+07:00
PRS1e92ac5a,2020TL19574,National Bridge Competition,Debat,Nasional,Juara 1,2020,0487016613,2026-05-17T15:02:44+07:00
PRSb2e47055,2019FIS10157,ACM ICPC Regional,Riset,Nasional,Juara 2,2020,0546857534,2026-05-17T15:02:44+07:00
PRSd9d5eda4,2025TL01815,Electric Vehicle Competition,Desain,Institusi,Juara 3,2025,0811501135,2026-05-17T15:02:44+07:00
PRS2623c0ab,2020TG36878,IoT Hackathon,Seni,Institusi,Juara 3,2023,0741154008,2026-05-17T15:02:44+07:00
PRS641ebea7,2024IF48096,PKM Dikti,Seni,Internasional,Finalis,2024,0253005592,2026-05-17T15:02:44+07:00
PRSadd1c2e0,2016TK37863,Pilmapres,Debat,Nasional,Juara 1,2022,0884866228,2026-05-17T15:02:44+07:00
PRSa69b6ec3,2021MB10109,Kontes Robot Indonesia,Seni,Nasional,Juara 2,2024,0269107336,2026-05-17T15:02:44+07:00
PRS978d12d6,2020BIO24645,KMIPN,Riset,Institusi,Juara 3,2025,0813565430,2026-05-17T15:02:44+07:00
PRS7c8edc79,2022TK19651,Gemastik,Olahraga,Regional,Juara 3,2025,0540472007,2026-05-17T15:02:44+07:00
PRS29d454bb,2016IF43883,PKM Dikti,Olahraga,Internasional,Finalis,2025,,2026-05-17T15:02:44+07:00
PRS12e0d470,2023BIO34237,Kontes Robot Indonesia,Teknologi,Regional,Juara 1,2023,0970758033,2026-05-17T15:02:44+07:00
PRS170d2b13,2025TK15679,Pilmapres,Debat,Internasional,Juara 3,2024,0360173453,2026-05-17T15:02:44+07:00
PRS67fe7dd7,2022BIO11468,Data Science Challenge,Teknologi,Regional,Finalis,2020,,2026-05-17T15:02:44+07:00
PRSfea821c7,2023AR06899,KMIPN,Seni,Institusi,Juara 2,2020,0216220419,2026-05-17T15:02:44+07:00
PRS479334d6,2019KIM10219,KMIPN,Desain,Institusi,Juara 1,2022,0328050092,2026-05-17T15:02:44+07:00
PRSea9123db,2021TL46700,Gemastik,Olahraga,Internasional,Juara 3,2024,0843899000,2026-05-17T15:02:44+07:00
PRSba392a09,2019TI34489,Data Science Challenge,Seni,Regional,Juara 2,2023,0409799611,2026-05-17T15:02:44+07:00
PRSe6164a3e,2020MTK28967,National Bridge Competition,Debat,Nasional,Finalis,2022,0899268512,2026-05-17T15:02:44+07:00
PRS73ba01ed,2016IF24133,Geospatial Hackathon,Riset,Internasional,Finalis,2025,0757514356,2026-05-17T15:02:44+07:00
PRSc6715f4f,2021TL32217,Pilmapres,Seni,Institusi,Finalis,2021,,2026-05-17T15:02:44+07:00
PRSfb111eda,2017TP31927,LKTIN Nasional,Riset,Regional,Juara 1,2021,0201464767,2026-05-17T15:02:44+07:00
PRSad9f5934,2017TG04181,National Bridge Competition,Teknologi,Institusi,Juara 2,2021,0256328595,2026-05-17T15:02:44+07:00
PRS5235d7ad,2022GD23683,Gemastik,Desain,Regional,Juara 3,2024,0771314677,2026-05-17T15:02:44+07:00
PRSb3407fef,2022TP19234,Pilmapres,Debat,Internasional,Finalis,2023,0191139357,2026-05-17T15:02:44+07:00
PRS0314f024,2021BIO48603,National Bridge Competition,Seni,Institusi,Juara 3,2020,0837129299,2026-05-17T15:02:44+07:00
PRSd33e5208,2017PWK40422,Imagine Cup,Seni,Regional,Juara 3,2022,0244821349,2026-05-17T15:02:44+07:00
PRS1fb513cd,2024GD19184,ACM ICPC Regional,Teknologi,Institusi,Juara 1,2025,0508392543,2026-05-17T15:02:44+07:00
PRS9b8c047e,2024TK28387,IoT Hackathon,Debat,Regional,Juara 1,2020,0910336106,2026-05-17T15:02:44+07:00
PRS10cd27ac,2022AG36103,Electric Vehicle Competition,Olahraga,Nasional,Juara 1,2020,,2026-05-17T15:02:44+07:00
PRSaf181507,2025SI07870,Geospatial Hackathon,Debat,Nasional,Juara 3,2021,0277652358,2026-05-17T15:02:44+07:00
PRSf3c38aca,2025AG35378,LKTIN Nasional,Debat,Internasional,Juara 1,2023,0834311554,2026-05-17T15:02:44+07:00
PRS82ac401e,2023GD34384,Data Science Challenge,Teknologi,Internasional,Finalis,2023,0244821349,2026-05-17T15:02:44+07:00
PRS9f4bc5a3,2019AG02781,Imagine Cup,Olahraga,Institusi,Juara 2,2021,0818816340,2026-05-17T15:02:44+07:00
PRS584f3c83,2024IF04183,LKTIN Nasional,Debat,Nasional,Finalis,2024,0788922763,2026-05-17T15:02:44+07:00
PRS147b526d,2017GL01197,KMIPN,Olahraga,Nasional,Juara 3,2024,0989302581,2026-05-17T15:02:44+07:00
PRS2bc9d2b8,2017TL36006,Gemastik,Riset,Regional,Juara 1,2021,0849572600,2026-05-17T15:02:44+07:00
PRSb20fa187,2024AR39797,Imagine Cup,Seni,Regional,Juara 3,2024,0966823432,2026-05-17T15:02:44+07:00
PRSee6c1430,2018TK39030,Shell Eco-Marathon,Seni,Internasional,Finalis,2020,0740910524,2026-05-17T15:02:44+07:00
PRSc3859b14,2016TLK02206,Smart City Competition,Olahraga,Nasional,Juara 1,2022,0639478420,2026-05-17T15:02:44+07:00
PRSc8280e87,2023AG46441,Geospatial Hackathon,Teknologi,Nasional,Juara 1,2021,0178776203,2026-05-17T15:02:44+07:00
PRS8bebc189,2022KIM09518,Electric Vehicle Competition,Debat,Regional,Juara 2,2024,0668347202,2026-05-17T15:02:44+07:00
PRS565d4ffe,2025TS07293,LKTIN Nasional,Teknologi,Nasional,Juara 2,2023,0958506385,2026-05-17T15:02:44+07:00
PRS15973013,2017KIM05988,Geospatial Hackathon,Seni,Internasional,Juara 3,2024,,2026-05-17T15:02:44+07:00
PRS63f7411a,2023AR06749,Smart City Competition,Riset,Internasional,Finalis,2021,0723015705,2026-05-17T15:02:44+07:00
PRSe5ac1bde,2024TL37049,Data Science Challenge,Debat,Nasional,Finalis,2020,0445505692,2026-05-17T15:02:44+07:00
PRSaf20bc56,2019SI09924,National Bridge Competition,Seni,Regional,Juara 1,2022,,2026-05-17T15:02:44+07:00
PRSfb16363e,2018FT36630,National Bridge Competition,Seni,Regional,Juara 1,2024,,2026-05-17T15:02:44+07:00
PRS814ccf7a,2022TI46950,ONMIPA,Riset,Institusi,Juara 3,2022,0414121519,2026-05-17T15:02:44+07:00
PRSfd54550b,2020SI21694,Data Science Challenge,Olahraga,Nasional,Juara 2,2025,0404862556,2026-05-17T15:02:44+07:00
PRS8dde11e8,2024GL01827,Electric Vehicle Competition,Seni,Regional,Juara 1,2021,0686659024,2026-05-17T15:02:44+07:00
PRS5d2d5b06,2018FT25241,ACM ICPC Regional,Desain,Regional,Juara 3,2021,0398086090,2026-05-17T15:02:44+07:00
PRS78b9256e,2023GL17350,Shell Eco-Marathon,Teknologi,Regional,Juara 2,2025,0543779059,2026-05-17T15:02:44+07:00
PRS979d51f4,2022MB35566,National Bridge Competition,Olahraga,Nasional,Finalis,2024,,2026-05-17T15:02:44+07:00
PRSd9c83ebf,2017TLK41906,Geospatial Hackathon,Olahraga,Nasional,Finalis,2023,,2026-05-17T15:02:44+07:00
PRScad755c5,2021PWK22943,Shell Eco-Marathon,Seni,Regional,Juara 2,2022,0788267170,2026-05-17T15:02:44+07:00
PRSd95509db,2018GD03442,ONMIPA,Teknologi,Institusi,Juara 1,2021,0506126722,2026-05-17T15:02:44+07:00
PRS7a1b76f2,2023SK02741,Electric Vehicle Competition,Seni,Institusi,Finalis,2022,0501263032,2026-05-17T15:02:44+07:00
PRS157ed67d,2019GL06900,Kontes Robot Indonesia,Seni,Nasional,Juara 3,2021,0499324239,2026-05-17T15:02:44+07:00
PRSb69f7033,2022TE38363,KMIPN,Teknologi,Nasional,Juara 3,2023,0351616741,2026-05-17T15:02:44+07:00
PRSbd5120ef,2018KIM43828,LKTIN Nasional,Olahraga,Internasional,Juara 2,2023,,2026-05-17T15:02:44+07:00
PRS2a7964cf,2023BIO34684,LKTIN Nasional,Debat,Institusi,Finalis,2024,0614941597,2026-05-17T15:02:44+07:00
PRSa25abdc1,2018KIM31249,LKTIN Nasional,Desain,Internasional,Juara 1,2025,0843899000,2026-05-17T15:02:44+07:00
PRS76c70e04,2020TM37110,National Bridge Competition,Seni,Institusi,Juara 1,2023,,2026-05-17T15:02:44+07:00
PRS17938461,2021GD27126,LKTIN Nasional,Debat,Regional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSe6f2f818,2018TS31952,National Bridge Competition,Olahraga,Nasional,Finalis,2025,0487016613,2026-05-17T15:02:44+07:00
PRS8fe88acd,2025TL09313,ACM ICPC Regional,Riset,Institusi,Juara 3,2022,0446931491,2026-05-17T15:02:44+07:00
PRS92305900,2023GD02780,ONMIPA,Seni,Institusi,Finalis,2025,0766361272,2026-05-17T15:02:44+07:00
PRS0ba3347e,2019FT32754,Pilmapres,Seni,Regional,Juara 1,2023,0762844146,2026-05-17T15:02:44+07:00
PRSd718ded1,2020TL13323,Gemastik,Debat,Institusi,Juara 3,2023,0465124210,2026-05-17T15:02:44+07:00
PRSa12efda9,2025FIS37715,Kontes Robot Indonesia,Riset,Nasional,Juara 2,2020,0201717486,2026-05-17T15:02:44+07:00
PRS9b991ade,2018TI41424,Shell Eco-Marathon,Debat,Regional,Juara 2,2022,0581633517,2026-05-17T15:02:44+07:00
PRSb06501fc,2024GL03619,PKM Dikti,Desain,Institusi,Juara 3,2023,,2026-05-17T15:02:44+07:00
PRSf8975605,2023MB11559,ACM ICPC Regional,Olahraga,Regional,Juara 1,2021,0938962753,2026-05-17T15:02:44+07:00
PRS1da81809,2017AR07408,Electric Vehicle Competition,Debat,Regional,Finalis,2020,0450363262,2026-05-17T15:02:44+07:00
PRS8c34848f,2021TG23378,Geospatial Hackathon,Seni,Regional,Juara 2,2023,0776509515,2026-05-17T15:02:44+07:00
PRSd79a509c,2023GD15103,LKTIN Nasional,Desain,Institusi,Juara 3,2021,0747359423,2026-05-17T15:02:44+07:00
PRS2fc6fc1b,2020MB11489,Geospatial Hackathon,Olahraga,Institusi,Juara 2,2022,0763288187,2026-05-17T15:02:44+07:00
PRScd766f10,2020GL32747,Geospatial Hackathon,Debat,Institusi,Juara 1,2024,0693289306,2026-05-17T15:02:44+07:00
PRSafdaaed8,2019TP22614,ONMIPA,Debat,Nasional,Juara 1,2025,0438914586,2026-05-17T15:02:44+07:00
PRS637c2f94,2023TP27185,Shell Eco-Marathon,Teknologi,Nasional,Juara 3,2025,0328520221,2026-05-17T15:02:44+07:00
PRS945ec98f,2022TI04628,Shell Eco-Marathon,Olahraga,Internasional,Juara 3,2022,0216220419,2026-05-17T15:02:44+07:00
PRSd2609b94,2019TG33938,KMIPN,Riset,Internasional,Juara 2,2022,0355505635,2026-05-17T15:02:44+07:00
PRSc5b6c56f,2016TG22450,Imagine Cup,Seni,Regional,Juara 2,2022,0466171036,2026-05-17T15:02:44+07:00
PRSce432bf6,2019AR30326,IoT Hackathon,Desain,Regional,Finalis,2025,0505015107,2026-05-17T15:02:44+07:00
PRS53763b38,2017TK32290,Geospatial Hackathon,Olahraga,Regional,Juara 1,2025,,2026-05-17T15:02:44+07:00
PRS7ac6a45e,2016PWK01369,IoT Hackathon,Olahraga,Institusi,Juara 2,2021,0119022294,2026-05-17T15:02:44+07:00
PRSa0c26191,2020TK31818,PKM Dikti,Desain,Internasional,Finalis,2023,0463736400,2026-05-17T15:02:44+07:00
PRS7b6dced6,2017TM02483,Electric Vehicle Competition,Seni,Institusi,Juara 3,2025,0486297372,2026-05-17T15:02:44+07:00
PRS37d5afa4,2022FIS37635,Electric Vehicle Competition,Seni,Internasional,Juara 2,2023,0289253689,2026-05-17T15:02:44+07:00
PRS66679084,2016BIO07661,National Bridge Competition,Olahraga,Nasional,Juara 1,2024,0909380751,2026-05-17T15:02:44+07:00
PRSe2d2929e,2020PWK37698,Smart City Competition,Teknologi,Regional,Juara 3,2021,0761133025,2026-05-17T15:02:44+07:00
PRS6c8e75d1,2023MB25869,ACM ICPC Regional,Desain,Regional,Juara 2,2022,0651207450,2026-05-17T15:02:44+07:00
PRSf95f3a99,2023TE14265,KMIPN,Debat,Regional,Juara 3,2025,0737625164,2026-05-17T15:02:44+07:00
PRS080026bc,2023FT21611,IoT Hackathon,Riset,Regional,Finalis,2023,0518137338,2026-05-17T15:02:44+07:00
PRS31576d72,2016FIS20469,PKM Dikti,Riset,Nasional,Juara 2,2023,0516152532,2026-05-17T15:02:44+07:00
PRSf6be329b,2020KIM27174,Geospatial Hackathon,Seni,Institusi,Finalis,2023,0791890606,2026-05-17T15:02:44+07:00
PRS305f7302,2024PWK11419,Smart City Competition,Olahraga,Institusi,Juara 1,2020,,2026-05-17T15:02:44+07:00
PRS88548a89,2021TI08591,Imagine Cup,Teknologi,Institusi,Finalis,2022,0432608658,2026-05-17T15:02:44+07:00
PRSad500378,2023TM02577,Gemastik,Riset,Institusi,Juara 1,2021,,2026-05-17T15:02:44+07:00
PRS46c4c374,2018TL02588,LKTIN Nasional,Olahraga,Internasional,Finalis,2021,0182312585,2026-05-17T15:02:44+07:00
PRS356ecedd,2022MTK42812,National Bridge Competition,Teknologi,Institusi,Juara 1,2024,0387606599,2026-05-17T15:02:44+07:00
PRSc29b7e72,2023TLK31745,ONMIPA,Riset,Institusi,Juara 1,2024,0572793017,2026-05-17T15:02:44+07:00
PRS1a26e33b,2018IF18412,Pilmapres,Desain,Regional,Finalis,2022,0250643660,2026-05-17T15:02:44+07:00
PRSc9e3712e,2025FT41763,National Bridge Competition,Desain,Regional,Juara 2,2024,0747359423,2026-05-17T15:02:44+07:00
PRS633f8a36,2025GL34103,Electric Vehicle Competition,Seni,Regional,Juara 1,2020,0457194702,2026-05-17T15:02:44+07:00
PRS8b37e8f2,2016FT18756,Data Science Challenge,Olahraga,Institusi,Juara 3,2024,0818816340,2026-05-17T15:02:44+07:00
PRSbf8dc49f,2025GL23544,LKTIN Nasional,Desain,Regional,Juara 2,2021,0205366636,2026-05-17T15:02:44+07:00
PRS58d58b81,2022SI14318,ACM ICPC Regional,Debat,Institusi,Juara 3,2023,0991804496,2026-05-17T15:02:44+07:00
PRSb28da364,2017TM25860,Electric Vehicle Competition,Seni,Internasional,Finalis,2021,0198384190,2026-05-17T15:02:44+07:00
PRS819dd498,2018TLK47476,National Bridge Competition,Seni,Institusi,Finalis,2023,0745110078,2026-05-17T15:02:44+07:00
PRSb59377bc,2017MB09688,LKTIN Nasional,Olahraga,Nasional,Juara 2,2020,0253005592,2026-05-17T15:02:44+07:00
PRS46ddcaeb,2016PWK29218,Shell Eco-Marathon,Riset,Regional,Juara 2,2021,0348410243,2026-05-17T15:02:44+07:00
PRSbc13b9ec,2025TG00070,KMIPN,Riset,Nasional,Finalis,2025,0287043238,2026-05-17T15:02:44+07:00
PRS1457e2ba,2019PWK38692,Geospatial Hackathon,Riset,Institusi,Juara 3,2023,0194269754,2026-05-17T15:02:44+07:00
PRS65d0f3b1,2021TP42462,IoT Hackathon,Riset,Nasional,Juara 2,2020,0109533634,2026-05-17T15:02:44+07:00
PRS9c1f919c,2018IF03201,Gemastik,Olahraga,Nasional,Juara 2,2021,0721602269,2026-05-17T15:02:44+07:00
PRS87dab061,2019TK39955,Imagine Cup,Desain,Nasional,Juara 1,2022,0227751086,2026-05-17T15:02:44+07:00
PRSe0fde802,2016KIM46414,LKTIN Nasional,Debat,Institusi,Juara 2,2021,0313284367,2026-05-17T15:02:44+07:00
PRS50ef7d67,2023FIS30537,Gemastik,Desain,Institusi,Juara 3,2021,,2026-05-17T15:02:44+07:00
PRS3645df64,2020FT09752,PKM Dikti,Desain,Regional,Finalis,2022,0279273730,2026-05-17T15:02:44+07:00
PRS7149f32d,2018IF12116,ONMIPA,Olahraga,Nasional,Juara 3,2020,0796070627,2026-05-17T15:02:44+07:00
PRSf8f4b44c,2018TI09084,Data Science Challenge,Debat,Internasional,Juara 2,2023,0625460750,2026-05-17T15:02:44+07:00
PRS98142382,2021TP42662,Kontes Robot Indonesia,Riset,Internasional,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRS266f93a9,2023AR31957,ACM ICPC Regional,Seni,Nasional,Finalis,2025,0831542465,2026-05-17T15:02:44+07:00
PRS26178dc5,2016AR00584,ONMIPA,Debat,Internasional,Juara 3,2020,0284670607,2026-05-17T15:02:44+07:00
PRSe2d36e03,2019KIM05689,IoT Hackathon,Seni,Nasional,Juara 2,2021,,2026-05-17T15:02:44+07:00
PRSf8ae5527,2022GD00653,Smart City Competition,Riset,Internasional,Juara 1,2025,0762151582,2026-05-17T15:02:44+07:00
PRSb942bb13,2025TP43429,ONMIPA,Debat,Nasional,Finalis,2022,,2026-05-17T15:02:44+07:00
PRSb70293b0,2024AG46484,National Bridge Competition,Debat,Institusi,Finalis,2020,0839739101,2026-05-17T15:02:44+07:00
PRS62adf22f,2023GL21291,IoT Hackathon,Desain,Internasional,Finalis,2022,,2026-05-17T15:02:44+07:00
PRSbae0ca12,2019PWK43480,Geospatial Hackathon,Teknologi,Institusi,Juara 3,2023,0468311395,2026-05-17T15:02:44+07:00
PRSb34f4654,2017TP06971,Geospatial Hackathon,Teknologi,Institusi,Juara 3,2025,0958339145,2026-05-17T15:02:44+07:00
PRSaa90fe31,2024TI09117,Data Science Challenge,Debat,Regional,Juara 2,2024,0411948129,2026-05-17T15:02:44+07:00
PRSbf85b69f,2024MB27143,Imagine Cup,Riset,Internasional,Finalis,2024,0872403048,2026-05-17T15:02:44+07:00
PRS306c0796,2016TS06471,Data Science Challenge,Riset,Regional,Juara 2,2023,0788047184,2026-05-17T15:02:44+07:00
PRS66ead71a,2019PWK26492,Imagine Cup,Teknologi,Nasional,Juara 2,2024,0824983040,2026-05-17T15:02:44+07:00
PRS9a99ba7f,2023AG20454,Pilmapres,Desain,Internasional,Juara 3,2022,,2026-05-17T15:02:44+07:00
PRS28da8a7f,2019AR40962,Imagine Cup,Teknologi,Internasional,Juara 2,2022,0954266121,2026-05-17T15:02:44+07:00
PRS1d5d1795,2021TM23761,Imagine Cup,Riset,Internasional,Juara 1,2025,0204268493,2026-05-17T15:02:44+07:00
PRS4c677b1c,2017GL47935,Imagine Cup,Seni,Regional,Juara 3,2022,,2026-05-17T15:02:44+07:00
PRS37bfb0a3,2018GL45034,PKM Dikti,Teknologi,Institusi,Juara 2,2020,,2026-05-17T15:02:44+07:00
PRS438ce01e,2016SK10271,Gemastik,Debat,Regional,Juara 2,2024,,2026-05-17T15:02:44+07:00
PRS04b9d0a2,2022MTK24975,Geospatial Hackathon,Desain,Regional,Juara 1,2023,0342608433,2026-05-17T15:02:44+07:00
PRS4b3d1159,2023SK28383,Data Science Challenge,Olahraga,Nasional,Finalis,2024,,2026-05-17T15:02:44+07:00
PRS6f5820c2,2016PWK24532,PKM Dikti,Riset,Nasional,Juara 2,2020,0404990618,2026-05-17T15:02:44+07:00
PRS949e7ddc,2021TL00186,National Bridge Competition,Desain,Institusi,Juara 1,2022,0884899620,2026-05-17T15:02:44+07:00
PRS5acf6eea,2024MB11972,Data Science Challenge,Riset,Regional,Juara 2,2020,0849572600,2026-05-17T15:02:44+07:00
PRS2e755de2,2023IF01646,IoT Hackathon,Riset,Institusi,Finalis,2021,0766361272,2026-05-17T15:02:44+07:00
PRS2c5b1a79,2016TK17636,LKTIN Nasional,Riset,Nasional,Finalis,2024,0500028739,2026-05-17T15:02:44+07:00
PRS07644959,2016TL33220,Shell Eco-Marathon,Olahraga,Institusi,Juara 1,2023,0659072236,2026-05-17T15:02:44+07:00
PRSbfbbe1cc,2024TI18883,LKTIN Nasional,Riset,Institusi,Finalis,2024,0219485380,2026-05-17T15:02:44+07:00
PRS8151a08d,2023TLK23687,Electric Vehicle Competition,Seni,Internasional,Juara 1,2021,0892295069,2026-05-17T15:02:44+07:00
PRS2e3a4c77,2021KIM33635,Imagine Cup,Olahraga,Nasional,Finalis,2022,0609175626,2026-05-17T15:02:44+07:00
PRSe5b1f8a7,2022TP20730,ACM ICPC Regional,Teknologi,Nasional,Juara 1,2020,0602456679,2026-05-17T15:02:44+07:00
PRSc299faf9,2017TI02520,Gemastik,Teknologi,Regional,Juara 1,2020,0283841001,2026-05-17T15:02:44+07:00
PRSd029d60a,2021BIO43185,Smart City Competition,Desain,Nasional,Juara 1,2024,,2026-05-17T15:02:44+07:00
PRS3db8be43,2019SI42733,Data Science Challenge,Olahraga,Regional,Juara 1,2023,,2026-05-17T15:02:44+07:00
PRS013959dc,2022AR04483,National Bridge Competition,Seni,Internasional,Juara 2,2025,0932470169,2026-05-17T15:02:44+07:00
PRS0b13ba58,2019TS05176,KMIPN,Debat,Regional,Juara 1,2021,0201548718,2026-05-17T15:02:44+07:00
PRSacf58dd5,2017GL11025,Geospatial Hackathon,Riset,Internasional,Juara 2,2021,0655494399,2026-05-17T15:02:44+07:00
PRS77dc87d2,2025TLK43879,Kontes Robot Indonesia,Desain,Institusi,Juara 2,2025,0277299089,2026-05-17T15:02:44+07:00
PRSfb9427c0,2018IF06016,Electric Vehicle Competition,Riset,Internasional,Finalis,2024,0987444542,2026-05-17T15:02:44+07:00
PRS213d6047,2022TG06979,LKTIN Nasional,Desain,Regional,Juara 3,2025,0667058624,2026-05-17T15:02:44+07:00
PRS0ae099a3,2024GL32881,PKM Dikti,Olahraga,Regional,Finalis,2022,0485717044,2026-05-17T15:02:44+07:00
PRS280ed4d3,2021TM14129,Smart City Competition,Seni,Regional,Juara 1,2022,0204268493,2026-05-17T15:02:44+07:00
PRS42ceac90,2023TE47348,PKM Dikti,Teknologi,Institusi,Juara 3,2021,0776509515,2026-05-17T15:02:44+07:00
PRS9f594363,2021TL28340,ACM ICPC Regional,Seni,Nasional,Juara 3,2023,,2026-05-17T15:02:44+07:00
PRS44d6ce49,2019TK45385,LKTIN Nasional,Seni,Institusi,Finalis,2023,0915959123,2026-05-17T15:02:44+07:00
PRS5414af1e,2025TI33413,Shell Eco-Marathon,Teknologi,Regional,Juara 2,2025,0549356082,2026-05-17T15:02:44+07:00
PRS6b83aa9e,2023AG16291,Pilmapres,Debat,Regional,Juara 1,2025,0404990618,2026-05-17T15:02:44+07:00
PRSc1636834,2018AG10442,Gemastik,Teknologi,Regional,Finalis,2024,0718114062,2026-05-17T15:02:44+07:00
PRS2d5a7830,2025KIM27090,Shell Eco-Marathon,Desain,Nasional,Juara 2,2022,0468044163,2026-05-17T15:02:44+07:00
PRS516c288b,2016TK27130,KMIPN,Teknologi,Institusi,Juara 2,2021,0142576264,2026-05-17T15:02:44+07:00
PRSed65c8ca,2024FT02920,PKM Dikti,Desain,Internasional,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRSda6668bd,2021GL14159,Imagine Cup,Olahraga,Nasional,Juara 1,2024,0644613286,2026-05-17T15:02:44+07:00
PRSb4f9152b,2019MB18650,Electric Vehicle Competition,Riset,Nasional,Juara 2,2020,0274594566,2026-05-17T15:02:44+07:00
PRS6301ca82,2024TG23175,National Bridge Competition,Desain,Institusi,Juara 1,2022,0377272757,2026-05-17T15:02:44+07:00
PRSdd831b10,2021KIM21139,Geospatial Hackathon,Debat,Internasional,Juara 1,2024,0960900790,2026-05-17T15:02:44+07:00
PRS8b74073c,2016GL16585,Electric Vehicle Competition,Olahraga,Internasional,Juara 1,2025,0803723574,2026-05-17T15:02:44+07:00
PRS4055b3d6,2016TM41484,Data Science Challenge,Teknologi,Institusi,Juara 3,2024,0336173143,2026-05-17T15:02:44+07:00
PRS2710c25f,2020TK07032,Geospatial Hackathon,Olahraga,Regional,Juara 1,2022,0127299153,2026-05-17T15:02:44+07:00
PRS2e586740,2016TK02994,ONMIPA,Riset,Internasional,Juara 3,2022,,2026-05-17T15:02:44+07:00
PRS5d5a38f2,2019AR29787,Data Science Challenge,Teknologi,Institusi,Juara 1,2021,,2026-05-17T15:02:44+07:00
PRS7590013c,2020AR25932,Pilmapres,Debat,Nasional,Finalis,2020,0886295023,2026-05-17T15:02:44+07:00
PRS5467eeb0,2024TL48590,ACM ICPC Regional,Debat,Regional,Juara 1,2020,0884899620,2026-05-17T15:02:44+07:00
PRSc6393cf7,2017TM12909,Shell Eco-Marathon,Debat,Regional,Juara 3,2021,0697596325,2026-05-17T15:02:44+07:00
PRSc56d979a,2024GL08614,ONMIPA,Riset,Regional,Juara 2,2023,0743268769,2026-05-17T15:02:44+07:00
PRSc5abc664,2024FIS40588,ONMIPA,Teknologi,Nasional,Juara 1,2022,0750446500,2026-05-17T15:02:44+07:00
PRSeae763e9,2016TE02390,Smart City Competition,Olahraga,Internasional,Juara 2,2022,0938210770,2026-05-17T15:02:44+07:00
PRS49c6669b,2016TK13636,ONMIPA,Riset,Institusi,Juara 3,2021,0606430614,2026-05-17T15:02:44+07:00
PRSf3e1b1ac,2022SI30434,KMIPN,Desain,Nasional,Finalis,2023,0226125307,2026-05-17T15:02:44+07:00
PRS12c1004f,2017MTK32128,National Bridge Competition,Teknologi,Nasional,Juara 1,2021,0543002177,2026-05-17T15:02:44+07:00
PRS3a9bd46a,2022IF09034,Geospatial Hackathon,Seni,Nasional,Juara 3,2022,0457617703,2026-05-17T15:02:44+07:00
PRSe2df456b,2019MTK25465,Imagine Cup,Debat,Regional,Finalis,2021,,2026-05-17T15:02:44+07:00
PRS26e88865,2017TG29487,PKM Dikti,Teknologi,Nasional,Juara 2,2022,,2026-05-17T15:02:44+07:00
PRSe10ed160,2019TE39548,Electric Vehicle Competition,Olahraga,Nasional,Juara 2,2020,0432608658,2026-05-17T15:02:44+07:00
PRSd05b32df,2020TS02198,Imagine Cup,Debat,Institusi,Juara 2,2021,0143876797,2026-05-17T15:02:44+07:00
PRS8575242f,2021AG40263,Smart City Competition,Riset,Institusi,Juara 3,2020,,2026-05-17T15:02:44+07:00
PRS4866b1b3,2022AG12781,KMIPN,Riset,Regional,Juara 2,2023,0834311554,2026-05-17T15:02:44+07:00
